id;click;email;gender;age;click_rate;geo;device
25169;0;4;1;45;0.22830138275932;4;1
25179;0;1;1;58;0.277907609136653;2;1
25189;0;2;2;76;0.0009343189924059;1;2
25241;0;2;1;52;0.733649578650895;1;3
25247;1;1;1;60;0.17024760257195;2;3
25319;0;1;1;36;0.00150223837994674;1;1
25353;0;2;1;53;-1;-1;-1
25401;0;3;2;54;0.0620694384376901;5;1
25445;1;5;1;47;0.000840067515101796;1;2
25464;0;4;1;69;0.45660276551864;1;1
25487;0;1;2;69;0.0509287700001559;5;1
25512;0;1;1;43;0.801948800847526;1;1
25522;1;2;2;55;0.110345668333671;5;2
25535;0;1;1;34;0.0827592512502534;1;3
25604;0;1;1;59;0.000967350471935401;4;3
25610;1;1;1;45;0.321578804858128;1;2
25718;0;2;2;43;0.00139934534022436;2;3
25769;0;1;2;42;0.149199776901865;3;1
25864;0;3;1;33;0.150852306076411;1;2
25912;0;1;2;71;0.218094968000668;3;4
25957;0;1;1;53;0.0871150013160562;2;2
26209;1;2;1;49;0.00075111918997337;3;2
26236;0;1;1;61;0.000912073302110521;3;3
26304;0;2;1;27;0.0778910600002385;3;1
26320;0;5;1;46;0.0608803687358186;2;2
26422;1;2;1;48;0.543240213334997;5;3
26423;1;1;2;46;0.468296250977044;3;2
26556;0;1;2;72;0.0496555507501521;1;4
26606;0;3;1;44;0.772419678335699;5;2
26617;0;4;1;32;0.0756656011430888;5;2
26642;0;1;2;66;0.88276534666937;2;1
26643;0;1;2;52;0.0529659208001622;2;2
26645;0;7;2;65;0.00038694018877416;1;2
26657;0;2;1;52;0.217668167671899;2;2
26684;0;4;2;60;0.206360730390242;1;1
26734;0;1;2;65;0.148966652250456;2;1
26737;1;6;1;41;0.00255380524590946;1;2
26751;1;1;1;50;-1;-1;-1
26817;1;2;2;45;0.00215814527823335;1;1
26839;1;1;1;41;0.217668167671899;1;2
26886;1;1;1;44;0.0012457586565412;5;2
26927;1;3;1;31;0.838627079335901;4;2
26945;0;1;1;48;0.00127690262295473;4;2
26955;0;1;1;69;0.183909447222785;2;2
27182;0;5;2;58;0.170857809032781;5;3
27277;0;1;1;43;-1;-1;-1
27361;0;1;1;46;0.183909447222785;1;3
27399;1;2;2;72;0.00527786417487955;2;2
27445;0;2;1;69;0.00174918167528045;2;2
27563;0;4;1;59;0.0630546676192407;2;2
27647;1;4;1;69;0.762388253941728;1;1
27681;0;2;2;51;0.111675134217209;1;3
27694;0;1;2;52;0.00310597935313313;1;1
27747;1;2;2;41;0.308363237535191;3;3
27751;0;2;2;50;-1;-1;-1
27880;0;2;1;58;0.0630546676192407;1;3
27898;0;3;2;63;-1;-1;-1
27908;0;1;2;43;0.00242449865117987;2;2
28044;0;6;1;57;0.136980829655592;2;2
28051;0;3;1;32;0.0529659208001622;6;4
28059;0;1;2;64;0.0331037005001014;1;2
28076;0;1;2;39;0.13938400210569;1;3
28124;1;2;1;84;0.100568204050941;5;3
28236;0;4;1;44;0.0367818894445571;3;2
28254;0;1;1;65;0.00116082056632248;1;1
28265;0;7;1;37;0.000543362818278608;2;3
28276;0;3;2;77;-1;-1;-1
28292;0;1;2;65;0.298399553803731;3;3
28296;0;3;2;73;0.0923824200002829;3;3
28312;0;4;1;48;0.0601885463638207;4;1
28361;0;3;1;52;0.0957215436147509;5;1
28524;0;2;2;60;0.0515901825975606;3;2
28526;1;2;1;44;0.10883408383595;2;2
28569;0;8;2;63;0.0807407329270765;6;1
28608;0;2;2;48;0.205149693240065;1;1
28621;0;1;1;49;0.0544170419179748;4;2
28644;0;3;2;28;0.0802513951517609;2;2
28661;1;4;1;63;0.00138459320561356;1;1
28757;0;2;1;51;0.551728341668356;1;3
28758;1;5;1;53;0.0894694608110848;1;2
28804;1;2;1;45;0.0859836376626009;5;3
28818;0;1;2;59;0.00117609452114251;2;2
28887;0;1;1;62;0.104538001579267;2;2
28912;0;8;1;57;0.0413796256251267;3;2
28922;1;1;1;48;0.0973638250002981;1;2
28986;1;5;1;38;0.0529659208001622;1;2
29071;0;1;2;48;0.214200415000656;1;2
29078;0;4;1;69;0.0413796256251267;2;1
29161;0;1;1;83;0.186738823333905;1;3
29207;0;1;2;51;0.00290939838141584;2;2
29330;0;1;2;69;0.145112111781266;1;2
29354;1;1;2;47;0.143151137297736;3;3
29408;0;3;2;69;0.167421014023501;5;2
29466;0;2;1;61;0.191905510145515;4;1
29555;1;1;1;68;0.063814362409834;1;4
29567;1;1;1;54;0.103180365195121;1;2
29743;1;5;1;45;0.0478607718073755;6;2
29762;1;2;2;58;0.226499003421746;1;3
29792;0;1;1;46;0.0017734758652149;2;3
29793;0;4;1;44;0.0478607718073755;1;1
29887;0;1;1;46;0.598587461097723;3;1
29915;0;4;1;58;0.0509287700001559;1;3
29941;0;2;2;62;0.098817016418213;2;2
30112;0;3;1;45;0.234659142785529;5;1
30124;0;6;1;46;0.0490425192594094;2;1
30167;0;1;1;65;0.000810731824098241;4;1
30175;0;2;2;67;0.127628724819668;2;1
30210;0;3;1;40;0.167613673418235;2;2
30255;0;1;2;63;0.0932498605636658;2;3
30300;1;3;1;69;0.123176560000377;2;3
30335;0;1;1;52;0.176553069333874;1;3
30469;0;4;2;62;0.184764840000566;1;2
30512;0;1;1;38;0.107363352973302;1;3
30522;1;1;1;52;0.97655916475299;2;4
30534;0;2;1;55;0.577192726668434;1;1
30556;0;4;1;62;-1;-1;-1
30583;0;5;2;60;0.159535906024585;2;2
30674;1;1;1;39;0.848812833335932;3;2
30850;0;2;2;50;0.0980850385188189;2;2
31083;1;4;1;46;0.797679530122925;2;2
31105;1;2;1;45;0.605324809144711;1;1
31169;0;6;2;46;0.0601885463638207;6;1
31195;0;1;1;48;0.000510761049181892;2;3
31203;0;3;2;44;0.0551728341668356;1;1
31444;1;5;1;29;0.000555175053458578;3;2
31539;0;1;1;35;0.343297634815866;4;1
31683;0;6;1;47;0.213081290575365;4;1
31707;1;1;1;68;0.97655916475299;3;1
31756;0;1;1;45;0.125257245135519;1;1
31774;0;4;1;43;0.807407329270765;2;3
31777;0;1;2;54;0.157636669048102;1;2
31784;1;2;1;48;0.0013144585824534;3;2
31803;1;5;1;35;0.0993111015003041;5;2
31975;0;6;2;52;0.200161910000613;2;3
32048;1;6;1;43;0.000823808143841761;1;1
32091;0;4;2;59;0.246353120000754;1;3
32111;0;1;1;55;0.115143306087309;1;3
32161;0;3;1;74;0.130549804789132;4;3
32216;1;5;1;59;0.0009343189924059;1;2
32241;0;1;1;52;0.671143516988357;2;4
32261;0;1;1;52;0.00281669696240014;2;3
32308;0;1;1;51;0.0307941400000943;2;2
32346;0;4;2;53;0.441382673334685;2;1
32401;0;3;2;67;0.0838068367091174;2;2
32430;0;1;2;66;-1;-1;-1
32446;0;1;1;44;0.00255380524590946;5;1
32597;0;1;2;56;0.094582001428861;3;2
32625;0;4;2;61;0.317795524800973;3;3
32632;0;1;2;54;0.191443087229502;2;1
32660;0;3;1;47;0.0490425192594094;2;2
32687;1;1;1;63;0.120377092727641;1;2
32699;1;1;1;45;0.0326950128396063;3;2
32720;0;1;2;41;0.151331202286178;1;2
32800;0;3;2;68;0.115862951750355;2;3
32835;0;3;1;42;0.00201616203624431;3;2
32862;1;2;2;51;0.536363754938351;1;3
32875;0;3;1;54;0.163475064198031;2;1
32938;0;3;1;47;-1;-1;-1
33244;0;2;1;64;0.143151137297736;2;1
33250;1;6;1;60;0.0788183345240509;1;2
33319;0;2;2;64;0.00182414660422104;4;2
33358;0;1;1;62;0.226074052195814;1;1
33378;0;4;2;24;0.0315273338096203;1;2
33386;1;2;1;44;0.000646532973647964;6;3
33413;1;1;1;66;0.233673180000716;3;2
33436;0;1;1;44;0.419034183545587;1;3
33475;0;1;1;45;0.123587148533712;2;2
33545;1;1;1;45;0.283746004286583;1;2
33547;1;2;1;75;0.00711417175646206;2;3
33656;0;1;1;63;0.0651220337706912;4;4
33692;0;2;2;53;0.317049525916464;6;1
33716;0;2;2;50;0.00220155624647367;1;2
33766;0;2;2;43;0.433772627242708;3;2
33889;0;7;2;35;0.094582001428861;1;2
33920;0;6;1;49;0.0735637788891142;4;3
33950;0;1;2;51;0.155782120000477;2;1
34004;1;3;1;48;-1;-1;-1
34073;0;1;1;43;0.0490425192594094;4;3
34074;0;2;1;57;0.0993111015003041;1;3
34161;1;1;1;41;-1;-1;-1
34211;0;1;2;46;0.000709390346085961;2;1
34236;1;1;2;48;0.00938898987466713;1;3
34378;0;1;2;52;0.463451807001419;2;1
34480;1;1;1;64;0.63448759291861;5;2
34510;0;2;1;61;0.17024760257195;1;1
34516;0;1;1;44;0.175254885000537;2;1
34564;0;5;1;58;0.0630546676192407;2;3
34579;0;1;2;56;0.245913203715039;1;1
34637;0;3;2;55;0.0434146891804608;1;3
34733;0;5;2;35;0.0461912100001414;3;2
34876;1;1;1;41;0.126973097808608;2;3
34965;0;1;1;48;0.123587148533712;2;1
35036;0;2;2;44;0.143151137297736;6;4
35092;0;5;1;48;0.0752356829547758;3;1
35236;0;1;2;79;0.398839765061462;1;2
35261;0;3;1;44;-1;-1;-1
35287;1;1;1;57;0.367818894445571;1;2
35296;0;1;2;48;0.608392333515376;6;1
35317;0;1;1;49;0.0630546676192407;2;2
35322;1;2;1;42;-1;-1;-1
35422;0;1;2;54;0.0502841020254704;4;2
35434;1;1;1;48;0.459773618056963;1;4
35439;0;6;2;37;0.111675134217209;3;2
35481;0;4;2;70;0.00201616203624431;2;2
35597;0;2;2;50;0.163475064198031;1;2
35623;0;2;2;47;0.326502251507849;1;3
35636;0;3;1;54;0.0838068367091174;1;1
35656;0;1;1;50;-1;-1;-1
35818;0;1;1;53;0.0725560558906331;2;2
35933;0;3;1;63;0.00107690582658833;3;3
36043;0;6;1;71;0.0630546676192407;2;2
36068;0;1;1;32;0.111675134217209;2;3
36105;0;4;2;46;0.122606298148524;6;2
36180;0;1;2;50;0.167849749014598;3;1
36235;1;1;1;47;0.181390139726583;1;2
36351;0;3;1;66;0.226996803429267;2;2
36496;0;1;1;49;0.0389455300001193;1;3
36519;0;3;1;61;0.105931841600324;6;2
36559;1;1;1;66;0.000672054012081436;1;2
36571;0;8;1;47;0.111899832676399;1;1
36716;1;1;1;27;-1;-1;-1
36903;0;5;2;56;0.132414802000405;2;2
36920;0;3;1;45;0.0499678498114738;1;1
37069;0;5;2;73;0.0331037005001014;2;3
37107;0;1;1;65;0.0715755686488678;3;3
37121;0;2;2;81;-1;-1;-1
37132;0;1;2;69;0.307048816232824;5;2
37262;0;5;2;69;0.178250695000546;1;1
37315;0;1;1;48;0.132414802000405;4;1
37346;0;1;2;55;0.00124143310565043;3;3
37359;0;5;2;67;0.0735637788891142;1;3
37360;0;1;2;43;0.0575716530436546;2;2
37417;0;1;2;77;0.303118221446711;2;1
37427;0;1;2;30;0.395268065672852;3;2
37462;0;1;1;36;0.275864170834178;1;1
37542;0;1;1;61;0.151331202286178;1;3
37582;0;4;1;55;0.0536816764866509;4;2
37597;0;1;2;50;0.165518502500507;4;2
37627;0;3;1;43;0.0735637788891142;5;1
37657;0;3;1;62;0.0662074010002027;3;3
37765;1;1;1;48;0.245913203715039;1;2
37843;0;1;1;58;0.00112667878496006;3;3
37872;0;2;1;70;0.00180268605593609;1;1
37893;0;1;2;47;0.154770547792682;1;2
37982;1;2;1;59;0.240754185455283;1;2
38052;0;6;1;58;-1;-1;-1
38066;0;3;2;74;0.000532042759564471;2;3
38069;0;2;2;55;0.255257449639336;5;1
38097;0;5;1;48;0.0529659208001622;5;1
38122;1;1;2;56;0.00314852701550481;1;1
38159;0;1;1;50;0.0854289045163906;2;3
38238;0;4;1;39;0.0551728341668356;1;4
38270;0;5;1;55;0.000336027006040718;1;1
38284;0;6;2;55;0.063814362409834;1;1
38369;1;1;2;79;0.277907609136653;6;2
38379;0;3;1;45;0.00106408551912894;1;2
38397;0;1;2;52;0.143151137297736;1;2
38405;0;4;2;37;0.0794488812002433;2;4
38505;0;2;2;59;0.0588510231112913;5;4
38539;0;1;1;59;-1;-1;-1
38582;0;1;1;58;0.514946452223799;1;1
38604;1;1;1;39;0.111899832676399;1;2
38629;0;2;1;61;0.126109335238481;6;1
38675;0;1;2;43;0.441382673334685;4;1
38690;0;4;2;52;0.261750190000802;3;2
38749;0;1;2;84;0.0034983633505609;2;1
38759;0;2;2;37;0.0551728341668356;1;2
38762;1;2;1;47;0.147127557778228;1;2
38770;0;2;2;55;0.145112111781266;3;1
38835;0;1;2;56;0.000874590837640226;2;1
38939;0;3;2;43;-1;-1;-1
38960;0;4;1;43;0.045660276551864;1;2
39012;1;4;2;55;0.395524733247964;1;1
39020;0;1;1;30;0.181390139726583;1;1
39051;1;1;2;52;0.17893892162217;5;1
39316;0;1;1;50;0.165518502500507;1;1
39381;0;4;1;36;0.000472926897390641;1;1
39383;1;4;1;45;0.069692001052845;2;4
39436;0;1;1;64;0.00167213438720262;2;1
39628;1;2;1;59;0.0715755686488678;1;2
39734;0;1;1;65;0.0367818894445571;4;1
39748;0;6;2;22;0.0413796256251267;2;1
39840;0;3;2;40;-1;-1;-1
39885;0;1;1;28;0.094582001428861;2;3
39915;1;1;1;45;0.0567492008573166;1;2
39964;0;1;1;46;-1;-1;-1
39970;0;1;2;51;0.00201616203624431;2;3
40019;0;1;2;54;0.000938898987466713;2;1
40055;0;3;1;37;-1;-1;-1
40064;0;3;1;51;0.033522734683647;1;4
40074;0;1;1;40;0.0515901825975606;3;1
40126;0;1;2;57;0.0827592512502534;1;1
40159;0;1;1;44;-1;-1;-1
40177;0;3;1;42;0.000663326037898561;1;2
40290;0;1;1;44;0.240754185455283;2;2
40292;0;1;1;58;0.118833796667031;4;1
40316;0;7;1;57;0.163475064198031;3;2
40322;1;2;1;50;0.165518502500507;3;2
40328;0;5;2;54;0.0478607718073755;5;1
40362;0;1;1;67;0.135810053333749;2;1
40370;0;6;2;38;0.000491116393444127;1;2
40387;0;3;2;68;0.0653900256792126;2;2
40463;0;2;1;53;0.00109003882447355;1;3
40491;0;5;2;67;0.132414802000405;1;1
40510;0;1;1;68;0.0894694608110848;1;1
40640;0;1;1;69;0.214726705946603;4;1
40642;0;2;1;44;-1;-1;-1
40765;0;2;2;48;0.000740233404611438;2;3
40797;0;3;1;44;0.115143306087309;2;4
40829;0;2;1;72;-1;-1;-1
40877;1;1;1;68;0.486079652912881;2;2
40926;1;5;1;50;0.272618710000835;3;4
41007;0;4;2;63;0.521634068486446;1;1
41058;0;1;2;68;0.414793355663921;3;2
41075;0;4;1;51;0.0630546676192407;2;2
41118;0;5;2;44;0.113037026097907;1;1
41121;0;2;2;77;0.0871150013160562;4;2
41134;0;1;1;56;0.0509287700001559;2;2
41139;1;3;2;57;0.339111078293721;2;2
41163;0;3;1;70;0.0441382673334685;3;2
41297;1;1;1;54;0.107363352973302;3;2
41378;0;2;2;53;0.0575716530436546;5;1
41383;0;4;1;41;0.000851268415303153;6;1
41390;0;2;1;40;0.033522734683647;3;3
41526;0;2;2;61;0.543240213334997;2;1
41631;0;1;1;45;-1;-1;-1
41649;0;4;2;41;0.000851268415303153;1;2
41722;1;2;1;44;0.105931841600324;3;2
41758;0;2;1;44;0.302662404572355;1;1
41798;0;2;1;47;-1;-1;-1
41805;0;1;1;40;0.0827592512502534;3;3
41816;0;5;1;40;0.000997580174183382;1;1
41871;0;2;2;41;0.107363352973302;1;2
41978;0;8;1;44;0.0687869101300808;1;1
42044;0;3;2;47;0.000336027006040718;3;3
42095;0;3;1;31;0.0827592512502534;1;1
42246;0;2;1;56;0.045660276551864;1;3
42250;0;4;1;55;0.0441382673334685;4;3
42342;0;1;1;65;0.0778910600002385;1;3
42358;0;1;2;65;0.00957676967216047;1;4
42399;0;1;1;32;0.000608048868073681;4;3
42477;0;1;2;64;0.138343822985498;6;1
42624;0;1;1;51;0.864374401947091;2;1
42650;0;4;1;52;0.000608048868073681;4;2
42721;1;5;2;72;0.0630546676192407;1;1
42723;1;1;2;65;0.094582001428861;1;2
42733;1;6;1;54;0.0461912100001414;1;2
42813;0;2;2;62;0.0919547236113927;4;2
42827;0;3;1;52;0.150852306076411;3;2
42851;0;4;2;55;0.109047484000334;1;1
42928;0;2;2;65;0.0287858265218273;1;1
42938;0;1;1;61;-1;-1;-1
43018;0;1;2;58;0.00957676967216047;1;1
43069;0;1;2;30;0.00075111918997337;4;3
43076;1;2;1;48;0.094582001428861;1;2
43163;1;2;1;40;0.00212817103825788;5;4
43200;0;2;2;78;0.101857540000312;1;2
43256;0;4;1;70;0.0980850385188189;3;2
43267;1;1;1;55;0.000681014732242523;1;3
43383;0;1;2;64;0.147127557778228;2;2
43445;1;1;1;60;0.198622203000608;6;4
43457;0;3;2;63;0.0003114396641353;2;1
43508;0;1;1;61;0.0575716530436546;2;1
43509;0;5;1;44;0.0300942731819103;3;3
43607;1;1;1;59;0.103449064062817;3;2
43746;1;2;1;44;-1;-1;-1
43819;0;3;2;64;0.155782120000477;6;3
43843;0;1;1;42;0.13938400210569;3;1
43877;0;3;1;45;0.0326950128396063;5;1
43906;0;6;1;49;0.0522690007896337;1;3
43911;0;4;1;46;0.000461531068537854;2;2
43924;0;4;2;50;0.198622203000608;4;3
43927;0;2;1;64;0.36307284419466;2;2
43954;1;1;1;65;0.000456036651055261;1;2
43995;0;1;1;36;0.113498401714633;4;2
44010;0;1;2;56;0.00311801803279643;2;1
44040;0;1;1;51;0.0544170419179748;1;1
44268;0;1;1;57;0.698855899446584;2;2
44269;1;2;1;54;-1;-1;-1
44273;0;1;2;82;0.000729658641688417;4;3
44279;0;8;2;49;0.000880622498589469;6;2
44285;0;2;1;61;0.359090988475676;2;2
44318;0;3;2;65;0.0608803687358186;3;3
44372;0;7;1;63;0.110345668333671;2;2
44407;0;5;2;68;0.0645925863416612;5;2
44439;0;4;1;37;0.0752356829547758;6;2
44486;0;2;1;49;0.00136810995316578;1;3
44771;0;3;1;53;0.0968888795124918;2;1
44823;0;6;2;50;0.0413796256251267;1;3
44873;0;4;1;43;-1;-1;-1
44878;0;4;2;49;0.0670454693672939;2;3
44941;0;1;2;77;0.000646532973647964;2;1
45004;1;5;1;29;0.189164002857722;1;2
45031;1;1;1;50;0.153524408116412;1;2
45109;1;2;1;71;0.209076003158535;1;2
45130;0;1;1;60;0.103180365195121;4;3
45156;0;1;1;54;0.201136408101882;2;2
45187;0;1;2;68;0.088276534666937;2;3
45191;0;2;2;59;0.0536816764866509;3;1
45315;0;3;1;43;0.116408617143214;5;2
45345;1;5;1;48;0.204927669762532;1;2
45386;0;1;2;51;0.0281733621277458;1;3
45389;0;1;2;64;0.122229048000374;1;1
45442;0;2;1;46;-1;-1;-1
45444;1;1;1;49;0.0756656011430888;3;1
45488;0;2;1;58;0.000672054012081436;1;1
45499;1;1;1;51;0.465241196217641;3;4
45531;0;5;1;67;0.103180365195121;2;2
45619;0;6;2;37;0.0645925863416612;4;3
45664;0;4;1;24;0.32731748809089;1;2
45722;0;2;1;54;-1;-1;-1
45822;1;1;1;52;0.101857540000312;1;2
45851;0;1;1;73;0.163475064198031;2;2
45882;1;1;1;58;0.985036941710333;2;3
45933;0;3;1;53;0.220691336667342;2;1
45956;0;2;2;48;-1;-1;-1
45994;0;1;1;60;0.0584182950001789;4;2
46042;1;2;1;64;0.145333319268738;3;2
46057;0;1;1;64;0.00119177578142441;3;1
46281;0;3;1;50;0.147127557778228;5;2
46341;0;4;1;69;0.115143306087309;2;1
46598;0;1;1;58;0.0706212277335496;2;1
46602;0;7;1;56;0.0300942731819103;5;1
46768;0;3;2;45;0.0662074010002027;1;1
46894;0;5;2;49;0.00100808101812215;2;1
47118;1;5;1;38;0.0551728341668356;6;2
47161;0;3;1;42;0.0679050266668746;3;1
47210;0;7;2;44;0.147127557778228;6;2
47261;0;6;1;44;0.0802513951517609;3;1
47292;0;3;1;28;0.0761004609197733;3;2
47331;0;3;1;58;0.000411904071920881;1;2
47354;0;2;1;54;0.0509287700001559;1;1
47428;0;3;2;55;-1;-1;-1
47438;1;7;1;37;0.0043601552978942;1;2
47522;0;5;1;63;0.0490425192594094;3;3
47619;1;1;1;41;0.094582001428861;5;2
47641;0;7;1;52;0.0838068367091174;2;4
47645;0;2;1;48;0.250514490271037;1;3
47671;0;1;2;80;0.0735637788891142;3;1
47688;0;2;2;50;0.144828689687943;2;1
47831;0;1;1;46;0.662074010002027;1;1
47832;0;1;1;33;0.00157642299130214;1;1
47842;0;5;1;43;0.145333319268738;3;1
47963;0;8;1;55;0.0769853500002357;3;2
47982;1;1;1;53;0.364140705501115;5;2
48017;0;5;1;57;0.168527929818698;2;3
48019;1;2;1;44;0.872379872002671;1;3
48051;0;1;1;62;0.00138043526805917;1;1
48075;0;3;2;42;0.000760061085092101;3;3
48186;0;4;1;48;0.0684904148277959;2;2
48195;0;1;1;45;0.167613673418235;1;3
48206;0;3;2;57;0.000709390346085961;4;2
48231;0;6;2;67;0.120377092727641;2;1
48253;1;1;1;39;0.217668167671899;3;2
48419;0;2;1;47;0.10883408383595;5;3
48500;0;2;1;60;0.228865089877244;2;2
48536;0;2;1;51;0.331037005001014;1;1
48538;0;3;2;61;0.0934692720002862;5;3
48549;0;4;1;37;0.0735637788891142;3;4
48659;0;1;1;48;0.00454787235572917;5;1
48786;0;5;1;51;0.088276534666937;2;2
48801;0;1;1;37;0.189164002857722;2;1
48811;0;4;1;42;0.000464328226528993;2;1
48813;0;6;1;79;0.0745998884509327;5;1
48983;0;6;2;64;0.000521184744063155;3;1
48984;1;1;1;53;0.126973097808608;6;1
49040;1;1;1;49;0.118580419701856;1;2
49048;0;1;2;74;0.264829604000811;1;2
49069;0;2;1;50;0.00232164113264496;1;1
49334;0;7;1;36;0.217897775443705;4;1
49359;1;1;1;43;0.529659208001622;1;2
49361;1;3;2;52;0.191443087229502;1;3
49391;0;4;1;62;0.0427144522581953;3;2
49510;0;1;1;46;0.0575716530436546;4;2
49516;0;5;1;51;0.00134410802416287;2;1
49534;0;4;2;57;0.140203908000429;4;1
49558;0;2;1;64;0.00132665207579712;1;1
49581;0;1;1;33;0.0827592512502534;1;1
49621;0;1;2;59;-1;-1;-1
49760;0;1;1;35;0.000880622498589469;2;1
49912;0;4;2;44;0.0490425192594094;1;3
49986;0;1;2;71;0.00232164113264496;5;3
50076;0;1;1;46;-1;-1;-1
50170;0;1;1;53;-1;-1;-1
50173;0;1;1;49;0.143151137297736;1;1
50275;1;1;1;66;0.930482392435282;1;1
50278;0;2;2;59;0.268667714203721;4;4
50307;0;8;1;66;-1;-1;-1
50316;0;4;1;41;0.0653900256792126;5;3
50462;0;2;2;75;0.0827592512502534;2;1
50532;0;3;2;80;0.101857540000312;2;3
50553;1;2;1;76;0.0472910007144305;3;2
50588;1;1;1;44;0.152786310000468;1;2
50594;0;1;1;27;0.0725560558906331;5;1
50636;1;1;1;41;0.113498401714633;5;2
50659;0;1;1;45;0.12413887687538;1;3
50779;0;2;2;68;0.233673180000716;5;1
50806;0;1;1;69;0.460573224349236;5;1
